           R_km         P_MeV/fm3         M_M_solar   Energy Density (ε)
 7.30000000e+00    7.83348047e+01    6.07195034e-01    6.66129264e+17
 7.30500000e+00    7.82558909e+01    6.08317269e-01    6.65888681e+17
 7.31000000e+00    7.81769698e+01    6.09440636e-01    6.65647993e+17
 7.31500000e+00    7.80980413e+01    6.10565134e-01    6.65407200e+17
 7.32000000e+00    7.80191057e+01    6.11690763e-01    6.65166301e+17
 7.32500000e+00    7.79401630e+01    6.12817522e-01    6.64925298e+17
 7.33000000e+00    7.78612132e+01    6.13945412e-01    6.64684190e+17
 7.33500000e+00    7.77822564e+01    6.15074431e-01    6.64442977e+17
 7.34000000e+00    7.77032928e+01    6.16204581e-01    6.64201659e+17
 7.34500000e+00    7.76243223e+01    6.17335860e-01    6.63960235e+17
 7.35000000e+00    7.75453451e+01    6.18468269e-01    6.63718707e+17
 7.35500000e+00    7.74663612e+01    6.19601806e-01    6.63477074e+17
 7.36000000e+00    7.73873707e+01    6.20736472e-01    6.63235336e+17
 7.36500000e+00    7.73083737e+01    6.21872267e-01    6.62993493e+17
 7.37000000e+00    7.72293703e+01    6.23009190e-01    6.62751545e+17
 7.37500000e+00    7.71503605e+01    6.24147242e-01    6.62509492e+17
 7.38000000e+00    7.70713443e+01    6.25286421e-01    6.62267335e+17
 7.38500000e+00    7.69923220e+01    6.26426727e-01    6.62025072e+17
 7.39000000e+00    7.69132935e+01    6.27568161e-01    6.61782704e+17
 7.39500000e+00    7.68342589e+01    6.28710722e-01    6.61540231e+17
 7.40000000e+00    7.67552183e+01    6.29854410e-01    6.61297654e+17
 7.40500000e+00    7.66761718e+01    6.30999224e-01    6.61054971e+17
 7.41000000e+00    7.65971194e+01    6.32145164e-01    6.60812183e+17
 7.41500000e+00    7.65180613e+01    6.33292230e-01    6.60569291e+17
 7.42000000e+00    7.64389974e+01    6.34440422e-01    6.60326293e+17
 7.42500000e+00    7.63599280e+01    6.35589739e-01    6.60083191e+17
 7.43000000e+00    7.62808529e+01    6.36740181e-01    6.59839984e+17
 7.43500000e+00    7.62017724e+01    6.37891748e-01    6.59596672e+17
 7.44000000e+00    7.61226865e+01    6.39044440e-01    6.59353255e+17
 7.44500000e+00    7.60435952e+01    6.40198255e-01    6.59109733e+17
 7.45000000e+00    7.59644987e+01    6.41353195e-01    6.58866107e+17
 7.45500000e+00    7.58853970e+01    6.42509259e-01    6.58622375e+17
 7.46000000e+00    7.58062902e+01    6.43666445e-01    6.58378539e+17
 7.46500000e+00    7.57271784e+01    6.44824755e-01    6.58134598e+17
 7.47000000e+00    7.56480615e+01    6.45984188e-01    6.57890553e+17
 7.47500000e+00    7.55689399e+01    6.47144743e-01    6.57646403e+17
 7.48000000e+00    7.54898133e+01    6.48306420e-01    6.57402148e+17
 7.48500000e+00    7.54106821e+01    6.49469219e-01    6.57157788e+17
 7.49000000e+00    7.53315462e+01    6.50633139e-01    6.56913323e+17
 7.49500000e+00    7.52524057e+01    6.51798181e-01    6.56668754e+17
 7.50000000e+00    7.51732607e+01    6.52964344e-01    6.56424080e+17
 7.50500000e+00    7.50941112e+01    6.54131628e-01    6.56179302e+17
 7.51000000e+00    7.50149574e+01    6.55300032e-01    6.55934419e+17
 7.51500000e+00    7.49357993e+01    6.56469556e-01    6.55689431e+17
 7.52000000e+00    7.48566370e+01    6.57640199e-01    6.55444338e+17
 7.52500000e+00    7.47774705e+01    6.58811962e-01    6.55199141e+17
 7.53000000e+00    7.46982999e+01    6.59984844e-01    6.54953839e+17
 7.53500000e+00    7.46191254e+01    6.61158845e-01    6.54708432e+17
 7.54000000e+00    7.45399469e+01    6.62333965e-01    6.54462921e+17
 7.54500000e+00    7.44607646e+01    6.63510202e-01    6.54217305e+17
 7.55000000e+00    7.43815785e+01    6.64687557e-01    6.53971584e+17
 7.55500000e+00    7.43023888e+01    6.65866030e-01    6.53725759e+17
 7.56000000e+00    7.42231953e+01    6.67045620e-01    6.53479829e+17
 7.56500000e+00    7.41439984e+01    6.68226327e-01    6.53233794e+17
 7.57000000e+00    7.40647980e+01    6.69408150e-01    6.52987655e+17
 7.57500000e+00    7.39855941e+01    6.70591089e-01    6.52741410e+17
 7.58000000e+00    7.39063870e+01    6.71775144e-01    6.52495061e+17
 7.58500000e+00    7.38271766e+01    6.72960315e-01    6.52248607e+17
 7.59000000e+00    7.37479630e+01    6.74146601e-01    6.52002048e+17
 7.59500000e+00    7.36687463e+01    6.75334001e-01    6.51755384e+17
 7.60000000e+00    7.35895266e+01    6.76522516e-01    6.51508615e+17
 7.60500000e+00    7.35103039e+01    6.77712145e-01    6.51261742e+17
 7.61000000e+00    7.34310783e+01    6.78902888e-01    6.51014763e+17
 7.61500000e+00    7.33518500e+01    6.80094744e-01    6.50767679e+17
 7.62000000e+00    7.32726189e+01    6.81287713e-01    6.50520491e+17
 7.62500000e+00    7.31933851e+01    6.82481795e-01    6.50273198e+17
 7.63000000e+00    7.31141488e+01    6.83676990e-01    6.50025799e+17
 7.63500000e+00    7.30349099e+01    6.84873296e-01    6.49778296e+17
 7.64000000e+00    7.29556686e+01    6.86070714e-01    6.49530687e+17
 7.64500000e+00    7.28764250e+01    6.87269243e-01    6.49282974e+17
 7.65000000e+00    7.27971791e+01    6.88468883e-01    6.49035156e+17
 7.65500000e+00    7.27179309e+01    6.89669633e-01    6.48787232e+17
 7.66000000e+00    7.26386806e+01    6.90871494e-01    6.48539204e+17
 7.66500000e+00    7.25594283e+01    6.92074464e-01    6.48291070e+17
 7.67000000e+00    7.24801740e+01    6.93278544e-01    6.48042832e+17
 7.67500000e+00    7.24009177e+01    6.94483733e-01    6.47794488e+17
 7.68000000e+00    7.23216596e+01    6.95690030e-01    6.47546040e+17
 7.68500000e+00    7.22423997e+01    6.96897436e-01    6.47297486e+17
 7.69000000e+00    7.21631382e+01    6.98105950e-01    6.47048828e+17
 7.69500000e+00    7.20838750e+01    6.99315571e-01    6.46800064e+17
 7.70000000e+00    7.20046103e+01    7.00526300e-01    6.46551195e+17
 7.70500000e+00    7.19253441e+01    7.01738135e-01    6.46302221e+17
 7.71000000e+00    7.18460765e+01    7.02951076e-01    6.46053142e+17
 7.71500000e+00    7.17668076e+01    7.04165124e-01    6.45803957e+17
 7.72000000e+00    7.16875374e+01    7.05380277e-01    6.45554668e+17
 7.72500000e+00    7.16082661e+01    7.06596535e-01    6.45305273e+17
 7.73000000e+00    7.15289937e+01    7.07813898e-01    6.45055773e+17
 7.73500000e+00    7.14497202e+01    7.09032365e-01    6.44806168e+17
 7.74000000e+00    7.13704458e+01    7.10251937e-01    6.44556458e+17
 7.74500000e+00    7.12911705e+01    7.11472612e-01    6.44306642e+17
 7.75000000e+00    7.12118945e+01    7.12694390e-01    6.44056721e+17
 7.75500000e+00    7.11326177e+01    7.13917271e-01    6.43806695e+17
 7.76000000e+00    7.10533402e+01    7.15141254e-01    6.43556564e+17
 7.76500000e+00    7.09740621e+01    7.16366340e-01    6.43306327e+17
 7.77000000e+00    7.08947836e+01    7.17592526e-01    6.43055985e+17
 7.77500000e+00    7.08155046e+01    7.18819814e-01    6.42805537e+17
 7.78000000e+00    7.07362253e+01    7.20048203e-01    6.42554984e+17
 7.78500000e+00    7.06569456e+01    7.21277692e-01    6.42304326e+17
 7.79000000e+00    7.05776658e+01    7.22508281e-01    6.42053562e+17
 7.79500000e+00    7.04983858e+01    7.23739970e-01    6.41802692e+17
 7.80000000e+00    7.04191058e+01    7.24972757e-01    6.41551718e+17
 7.80500000e+00    7.03398258e+01    7.26206643e-01    6.41300637e+17
 7.81000000e+00    7.02605459e+01    7.27441627e-01    6.41049451e+17
 7.81500000e+00    7.01812661e+01    7.28677709e-01    6.40798160e+17
 7.82000000e+00    7.01019866e+01    7.29914889e-01    6.40546762e+17
 7.82500000e+00    7.00227073e+01    7.31153165e-01    6.40295259e+17
 7.83000000e+00    6.99434285e+01    7.32392538e-01    6.40043651e+17
 7.83500000e+00    6.98641501e+01    7.33633006e-01    6.39791936e+17
 7.84000000e+00    6.97848723e+01    7.34874571e-01    6.39540115e+17
 7.84500000e+00    6.97055950e+01    7.36117230e-01    6.39288189e+17
 7.85000000e+00    6.96263185e+01    7.37360984e-01    6.39036156e+17
 7.85500000e+00    6.95470427e+01    7.38605833e-01    6.38784018e+17
 7.86000000e+00    6.94677677e+01    7.39851775e-01    6.38531773e+17
 7.86500000e+00    6.93884936e+01    7.41098810e-01    6.38279422e+17
 7.87000000e+00    6.93092205e+01    7.42346939e-01    6.38026965e+17
 7.87500000e+00    6.92299485e+01    7.43596160e-01    6.37774402e+17
 7.88000000e+00    6.91506776e+01    7.44846473e-01    6.37521732e+17
 7.88500000e+00    6.90714079e+01    7.46097877e-01    6.37268956e+17
 7.89000000e+00    6.89921394e+01    7.47350372e-01    6.37016074e+17
 7.89500000e+00    6.89128723e+01    7.48603959e-01    6.36763086e+17
 7.90000000e+00    6.88336067e+01    7.49858635e-01    6.36509991e+17
 7.90500000e+00    6.87543425e+01    7.51114401e-01    6.36256790e+17
 7.91000000e+00    6.86750799e+01    7.52371256e-01    6.36003483e+17
 7.91500000e+00    6.85958189e+01    7.53629199e-01    6.35750069e+17
 7.92000000e+00    6.85165597e+01    7.54888231e-01    6.35496549e+17
 7.92500000e+00    6.84373022e+01    7.56148351e-01    6.35242923e+17
 7.93000000e+00    6.83580467e+01    7.57409558e-01    6.34989191e+17
 7.93500000e+00    6.82787930e+01    7.58671852e-01    6.34735352e+17
 7.94000000e+00    6.81995414e+01    7.59935233e-01    6.34481407e+17
 7.94500000e+00    6.81202919e+01    7.61199699e-01    6.34227355e+17
 7.95000000e+00    6.80410445e+01    7.62465250e-01    6.33973197e+17
 7.95500000e+00    6.79617994e+01    7.63731887e-01    6.33718933e+17
 7.96000000e+00    6.78825566e+01    7.64999608e-01    6.33464561e+17
 7.96500000e+00    6.78033161e+01    7.66268413e-01    6.33210083e+17
 7.97000000e+00    6.77240782e+01    7.67538301e-01    6.32955498e+17
 7.97500000e+00    6.76448427e+01    7.68809272e-01    6.32700806e+17
 7.98000000e+00    6.75656099e+01    7.70081325e-01    6.32446006e+17
 7.98500000e+00    6.74863798e+01    7.71354461e-01    6.32191100e+17
 7.99000000e+00    6.74071524e+01    7.72628678e-01    6.31936086e+17
 7.99500000e+00    6.73279278e+01    7.73903975e-01    6.31680965e+17
 8.00000000e+00    6.72487062e+01    7.75180354e-01    6.31425736e+17
 8.00500000e+00    6.71694875e+01    7.76457812e-01    6.31170399e+17
 8.01000000e+00    6.70902719e+01    7.77736349e-01    6.30914956e+17
 8.01500000e+00    6.70110594e+01    7.79015965e-01    6.30659404e+17
 8.02000000e+00    6.69318501e+01    7.80296660e-01    6.30403745e+17
 8.02500000e+00    6.68526441e+01    7.81578433e-01    6.30147978e+17
 8.03000000e+00    6.67734414e+01    7.82861282e-01    6.29892103e+17
 8.03500000e+00    6.66942422e+01    7.84145209e-01    6.29636121e+17
 8.04000000e+00    6.66150464e+01    7.85430212e-01    6.29380030e+17
 8.04500000e+00    6.65358542e+01    7.86716291e-01    6.29123832e+17
 8.05000000e+00    6.64566657e+01    7.88003444e-01    6.28867526e+17
 8.05500000e+00    6.63774809e+01    7.89291673e-01    6.28611112e+17
 8.06000000e+00    6.62982999e+01    7.90580976e-01    6.28354589e+17
 8.06500000e+00    6.62191228e+01    7.91871352e-01    6.28097959e+17
 8.07000000e+00    6.61399496e+01    7.93162801e-01    6.27841221e+17
 8.07500000e+00    6.60607804e+01    7.94455323e-01    6.27584375e+17
 8.08000000e+00    6.59816153e+01    7.95748917e-01    6.27327420e+17
 8.08500000e+00    6.59024544e+01    7.97043583e-01    6.27070357e+17
 8.09000000e+00    6.58232977e+01    7.98339319e-01    6.26813186e+17
 8.09500000e+00    6.57441453e+01    7.99636125e-01    6.26555906e+17
 8.10000000e+00    6.56649973e+01    8.00934002e-01    6.26298518e+17
 8.10500000e+00    6.55858538e+01    8.02232948e-01    6.26041021e+17
 8.11000000e+00    6.55067148e+01    8.03532962e-01    6.25783416e+17
 8.11500000e+00    6.54275804e+01    8.04834045e-01    6.25525702e+17
 8.12000000e+00    6.53484507e+01    8.06136195e-01    6.25267879e+17
 8.12500000e+00    6.52693258e+01    8.07439412e-01    6.25009947e+17
 8.13000000e+00    6.51902057e+01    8.08743696e-01    6.24751907e+17
 8.13500000e+00    6.51110905e+01    8.10049045e-01    6.24493757e+17
 8.14000000e+00    6.50319803e+01    8.11355460e-01    6.24235499e+17
 8.14500000e+00    6.49528751e+01    8.12662940e-01    6.23977131e+17
 8.15000000e+00    6.48737751e+01    8.13971484e-01    6.23718655e+17
 8.15500000e+00    6.47946802e+01    8.15281091e-01    6.23460068e+17
 8.16000000e+00    6.47155907e+01    8.16591762e-01    6.23201373e+17
 8.16500000e+00    6.46365065e+01    8.17903494e-01    6.22942568e+17
 8.17000000e+00    6.45574277e+01    8.19216289e-01    6.22683653e+17
 8.17500000e+00    6.44783544e+01    8.20530145e-01    6.22424628e+17
 8.18000000e+00    6.43992867e+01    8.21845062e-01    6.22165494e+17
 8.18500000e+00    6.43202247e+01    8.23161039e-01    6.21906249e+17
 8.19000000e+00    6.42411683e+01    8.24478076e-01    6.21646895e+17
 8.19500000e+00    6.41621178e+01    8.25796171e-01    6.21387430e+17
 8.20000000e+00    6.40830731e+01    8.27115325e-01    6.21127855e+17
 8.20500000e+00    6.40040344e+01    8.28435536e-01    6.20868170e+17
 8.21000000e+00    6.39250017e+01    8.29756805e-01    6.20608375e+17
 8.21500000e+00    6.38459751e+01    8.31079130e-01    6.20348469e+17
 8.22000000e+00    6.37669546e+01    8.32402511e-01    6.20088453e+17
 8.22500000e+00    6.36879404e+01    8.33726948e-01    6.19828327e+17
 8.23000000e+00    6.36089325e+01    8.35052439e-01    6.19568090e+17
 8.23500000e+00    6.35299310e+01    8.36378984e-01    6.19307742e+17
 8.24000000e+00    6.34509360e+01    8.37706583e-01    6.19047284e+17
 8.24500000e+00    6.33719475e+01    8.39035235e-01    6.18786715e+17
 8.25000000e+00    6.32929656e+01    8.40364939e-01    6.18526036e+17
 8.25500000e+00    6.32139904e+01    8.41695695e-01    6.18265245e+17
 8.26000000e+00    6.31350219e+01    8.43027501e-01    6.18004344e+17
 8.26500000e+00    6.30560603e+01    8.44360358e-01    6.17743332e+17
 8.27000000e+00    6.29771056e+01    8.45694265e-01    6.17482208e+17
 8.27500000e+00    6.28981579e+01    8.47029221e-01    6.17220973e+17
 8.28000000e+00    6.28192172e+01    8.48365226e-01    6.16959627e+17
 8.28500000e+00    6.27402837e+01    8.49702278e-01    6.16698168e+17
 8.29000000e+00    6.26613573e+01    8.51040378e-01    6.16436599e+17
 8.29500000e+00    6.25824383e+01    8.52379524e-01    6.16174917e+17
 8.30000000e+00    6.25035266e+01    8.53719716e-01    6.15913123e+17
 8.30500000e+00    6.24246223e+01    8.55060954e-01    6.15651217e+17
 8.31000000e+00    6.23457255e+01    8.56403236e-01    6.15389199e+17
 8.31500000e+00    6.22668364e+01    8.57746562e-01    6.15127068e+17
 8.32000000e+00    6.21879548e+01    8.59090932e-01    6.14864824e+17
 8.32500000e+00    6.21090810e+01    8.60436344e-01    6.14602468e+17
 8.33000000e+00    6.20302150e+01    8.61782799e-01    6.14340000e+17
 8.33500000e+00    6.19513568e+01    8.63130295e-01    6.14077418e+17
 8.34000000e+00    6.18725066e+01    8.64478831e-01    6.13814724e+17
 8.34500000e+00    6.17936644e+01    8.65828408e-01    6.13551916e+17
 8.35000000e+00    6.17148303e+01    8.67179024e-01    6.13288996e+17
 8.35500000e+00    6.16360044e+01    8.68530679e-01    6.13025962e+17
 8.36000000e+00    6.15571867e+01    8.69883372e-01    6.12762815e+17
 8.36500000e+00    6.14783774e+01    8.71237102e-01    6.12499555e+17
 8.37000000e+00    6.13995764e+01    8.72591869e-01    6.12236182e+17
 8.37500000e+00    6.13207839e+01    8.73947673e-01    6.11972694e+17
 8.38000000e+00    6.12419999e+01    8.75304511e-01    6.11709094e+17
 8.38500000e+00    6.11632246e+01    8.76662385e-01    6.11445379e+17
 8.39000000e+00    6.10844579e+01    8.78021292e-01    6.11181551e+17
 8.39500000e+00    6.10057000e+01    8.79381233e-01    6.10917608e+17
 8.40000000e+00    6.09269510e+01    8.80742206e-01    6.10653552e+17
 8.40500000e+00    6.08482108e+01    8.82104211e-01    6.10389381e+17
 8.41000000e+00    6.07694797e+01    8.83467248e-01    6.10125096e+17
 8.41500000e+00    6.06907576e+01    8.84831315e-01    6.09860696e+17
 8.42000000e+00    6.06120446e+01    8.86196412e-01    6.09596181e+17
 8.42500000e+00    6.05333408e+01    8.87562539e-01    6.09331552e+17
 8.43000000e+00    6.04546464e+01    8.88929693e-01    6.09066807e+17
 8.43500000e+00    6.03759612e+01    8.90297876e-01    6.08801948e+17
 8.44000000e+00    6.02972856e+01    8.91667085e-01    6.08536973e+17
 8.44500000e+00    6.02186194e+01    8.93037321e-01    6.08271882e+17
 8.45000000e+00    6.01399628e+01    8.94408583e-01    6.08006677e+17
 8.45500000e+00    6.00613158e+01    8.95780869e-01    6.07741356e+17
 8.46000000e+00    5.99826786e+01    8.97154180e-01    6.07475919e+17
 8.46500000e+00    5.99040512e+01    8.98528514e-01    6.07210366e+17
 8.47000000e+00    5.98254337e+01    8.99903871e-01    6.06944698e+17
 8.47500000e+00    5.97468261e+01    9.01280249e-01    6.06678913e+17
 8.48000000e+00    5.96682285e+01    9.02657650e-01    6.06413013e+17
 8.48500000e+00    5.95896410e+01    9.04036070e-01    6.06146996e+17
 8.49000000e+00    5.95110638e+01    9.05415511e-01    6.05880864e+17
 8.49500000e+00    5.94324967e+01    9.06795971e-01    6.05614614e+17
 8.50000000e+00    5.93539400e+01    9.08177449e-01    6.05348249e+17
 8.50500000e+00    5.92753937e+01    9.09559945e-01    6.05081767e+17
 8.51000000e+00    5.91968578e+01    9.10943457e-01    6.04815168e+17
 8.51500000e+00    5.91183325e+01    9.12327986e-01    6.04548452e+17
 8.52000000e+00    5.90398179e+01    9.13713530e-01    6.04281618e+17
 8.52500000e+00    5.89613139e+01    9.15100089e-01    6.04014668e+17
 8.53000000e+00    5.88828207e+01    9.16487662e-01    6.03747599e+17
 8.53500000e+00    5.88043383e+01    9.17876247e-01    6.03480413e+17
 8.54000000e+00    5.87258668e+01    9.19265846e-01    6.03213109e+17
 8.54500000e+00    5.86474064e+01    9.20656455e-01    6.02945686e+17
 8.55000000e+00    5.85689570e+01    9.22048076e-01    6.02678145e+17
 8.55500000e+00    5.84905187e+01    9.23440707e-01    6.02410485e+17
 8.56000000e+00    5.84120917e+01    9.24834347e-01    6.02142707e+17
 8.56500000e+00    5.83336760e+01    9.26228996e-01    6.01874810e+17
 8.57000000e+00    5.82552716e+01    9.27624652e-01    6.01606793e+17
 8.57500000e+00    5.81768786e+01    9.29021315e-01    6.01338658e+17
 8.58000000e+00    5.80984972e+01    9.30418985e-01    6.01070403e+17
 8.58500000e+00    5.80201274e+01    9.31817660e-01    6.00802029e+17
 8.59000000e+00    5.79417692e+01    9.33217340e-01    6.00533536e+17
 8.59500000e+00    5.78634227e+01    9.34618023e-01    6.00264923e+17
 8.60000000e+00    5.77850881e+01    9.36019710e-01    5.99996190e+17
 8.60500000e+00    5.77067654e+01    9.37422399e-01    5.99727338e+17
 8.61000000e+00    5.76284546e+01    9.38826089e-01    5.99458366e+17
 8.61500000e+00    5.75501558e+01    9.40230780e-01    5.99189273e+17
 8.62000000e+00    5.74718692e+01    9.41636471e-01    5.98920061e+17
 8.62500000e+00    5.73935948e+01    9.43043161e-01    5.98650729e+17
 8.63000000e+00    5.73153326e+01    9.44450850e-01    5.98381276e+17
 8.63500000e+00    5.72370827e+01    9.45859536e-01    5.98111702e+17
 8.64000000e+00    5.71588452e+01    9.47269218e-01    5.97842007e+17
 8.64500000e+00    5.70806203e+01    9.48679897e-01    5.97572191e+17
 8.65000000e+00    5.70024079e+01    9.50091570e-01    5.97302253e+17
 8.65500000e+00    5.69242081e+01    9.51504238e-01    5.97032194e+17
 8.66000000e+00    5.68460210e+01    9.52917899e-01    5.96762013e+17
 8.66500000e+00    5.67678467e+01    9.54332553e-01    5.96491710e+17
 8.67000000e+00    5.66896853e+01    9.55748198e-01    5.96221284e+17
 8.67500000e+00    5.66115368e+01    9.57164834e-01    5.95950736e+17
 8.68000000e+00    5.65334012e+01    9.58582461e-01    5.95680065e+17
 8.68500000e+00    5.64552788e+01    9.60001076e-01    5.95409271e+17
 8.69000000e+00    5.63771695e+01    9.61420680e-01    5.95138354e+17
 8.69500000e+00    5.62990735e+01    9.62841272e-01    5.94867314e+17
 8.70000000e+00    5.62209908e+01    9.64262850e-01    5.94596151e+17
 8.70500000e+00    5.61429214e+01    9.65685415e-01    5.94324865e+17
 8.71000000e+00    5.60648655e+01    9.67108964e-01    5.94053454e+17
 8.71500000e+00    5.59868231e+01    9.68533498e-01    5.93781920e+17
 8.72000000e+00    5.59087943e+01    9.69959014e-01    5.93510262e+17
 8.72500000e+00    5.58307792e+01    9.71385514e-01    5.93238481e+17
 8.73000000e+00    5.57527779e+01    9.72812995e-01    5.92966575e+17
 8.73500000e+00    5.56747904e+01    9.74241456e-01    5.92694545e+17
 8.74000000e+00    5.55968167e+01    9.75670898e-01    5.92422390e+17
 8.74500000e+00    5.55188571e+01    9.77101318e-01    5.92150111e+17
 8.75000000e+00    5.54409115e+01    9.78532717e-01    5.91877706e+17
 8.75500000e+00    5.53629800e+01    9.79965093e-01    5.91605177e+17
 8.76000000e+00    5.52850628e+01    9.81398446e-01    5.91332521e+17
 8.76500000e+00    5.52071598e+01    9.82832774e-01    5.91059741e+17
 8.77000000e+00    5.51292711e+01    9.84268076e-01    5.90786834e+17
 8.77500000e+00    5.50513969e+01    9.85704353e-01    5.90513801e+17
 8.78000000e+00    5.49735372e+01    9.87141602e-01    5.90240641e+17
 8.78500000e+00    5.48956920e+01    9.88579823e-01    5.89967355e+17
 8.79000000e+00    5.48178616e+01    9.90019016e-01    5.89693942e+17
 8.79500000e+00    5.47400458e+01    9.91459178e-01    5.89420402e+17
 8.80000000e+00    5.46622448e+01    9.92900310e-01    5.89146734e+17
 8.80500000e+00    5.45844587e+01    9.94342410e-01    5.88872939e+17
 8.81000000e+00    5.45066876e+01    9.95785478e-01    5.88599017e+17
 8.81500000e+00    5.44289315e+01    9.97229512e-01    5.88324966e+17
 8.82000000e+00    5.43511904e+01    9.98674512e-01    5.88050787e+17
 8.82500000e+00    5.42734646e+01    1.00012048e+00    5.87776481e+17
 8.83000000e+00    5.41957540e+01    1.00156741e+00    5.87502046e+17
 8.83500000e+00    5.41180587e+01    1.00301530e+00    5.87227482e+17
 8.84000000e+00    5.40403789e+01    1.00446415e+00    5.86952790e+17
 8.84500000e+00    5.39627145e+01    1.00591396e+00    5.86677969e+17
 8.85000000e+00    5.38850656e+01    1.00736474e+00    5.86403018e+17
 8.85500000e+00    5.38074324e+01    1.00881647e+00    5.86127939e+17
 8.86000000e+00    5.37298149e+01    1.01026917e+00    5.85852730e+17
 8.86500000e+00    5.36522131e+01    1.01172282e+00    5.85577392e+17
 8.87000000e+00    5.35746272e+01    1.01317742e+00    5.85301923e+17
 8.87500000e+00    5.34970573e+01    1.01463298e+00    5.85026324e+17
 8.88000000e+00    5.34195033e+01    1.01608950e+00    5.84750595e+17
 8.88500000e+00    5.33419654e+01    1.01754697e+00    5.84474734e+17
 8.89000000e+00    5.32644437e+01    1.01900539e+00    5.84198743e+17
 8.89500000e+00    5.31869382e+01    1.02046476e+00    5.83922620e+17
 8.90000000e+00    5.31094489e+01    1.02192509e+00    5.83646365e+17
 8.90500000e+00    5.30319761e+01    1.02338636e+00    5.83369978e+17
 8.91000000e+00    5.29545197e+01    1.02484859e+00    5.83093460e+17
 8.91500000e+00    5.28770799e+01    1.02631176e+00    5.82816808e+17
 8.92000000e+00    5.27996566e+01    1.02777587e+00    5.82540025e+17
 8.92500000e+00    5.27222500e+01    1.02924094e+00    5.82263108e+17
 8.93000000e+00    5.26448602e+01    1.03070695e+00    5.81986058e+17
 8.93500000e+00    5.25674872e+01    1.03217390e+00    5.81708875e+17
 8.94000000e+00    5.24901311e+01    1.03364179e+00    5.81431559e+17
 8.94500000e+00    5.24127920e+01    1.03511063e+00    5.81154109e+17
 8.95000000e+00    5.23354700e+01    1.03658041e+00    5.80876525e+17
 8.95500000e+00    5.22581650e+01    1.03805113e+00    5.80598806e+17
 8.96000000e+00    5.21808773e+01    1.03952278e+00    5.80320954e+17
 8.96500000e+00    5.21036069e+01    1.04099538e+00    5.80042966e+17
 8.97000000e+00    5.20263538e+01    1.04246891e+00    5.79764844e+17
 8.97500000e+00    5.19491181e+01    1.04394338e+00    5.79486587e+17
 8.98000000e+00    5.18719000e+01    1.04541878e+00    5.79208195e+17
 8.98500000e+00    5.17946994e+01    1.04689512e+00    5.78929666e+17
 8.99000000e+00    5.17175165e+01    1.04837239e+00    5.78651002e+17
 8.99500000e+00    5.16403514e+01    1.04985059e+00    5.78372201e+17
 9.00000000e+00    5.15632040e+01    1.05132973e+00    5.78093264e+17
 9.00500000e+00    5.14860746e+01    1.05280979e+00    5.77814189e+17
 9.01000000e+00    5.14089630e+01    1.05429078e+00    5.77534978e+17
 9.01500000e+00    5.13318696e+01    1.05577270e+00    5.77255629e+17
 9.02000000e+00    5.12547942e+01    1.05725555e+00    5.76976142e+17
 9.02500000e+00    5.11777370e+01    1.05873932e+00    5.76696517e+17
 9.03000000e+00    5.11006981e+01    1.06022402e+00    5.76416753e+17
 9.03500000e+00    5.10236776e+01    1.06170964e+00    5.76136852e+17
 9.04000000e+00    5.09466754e+01    1.06319618e+00    5.75856811e+17
 9.04500000e+00    5.08696918e+01    1.06468364e+00    5.75576631e+17
 9.05000000e+00    5.07927267e+01    1.06617203e+00    5.75296311e+17
 9.05500000e+00    5.07157802e+01    1.06766133e+00    5.75015852e+17
 9.06000000e+00    5.06388525e+01    1.06915156e+00    5.74735253e+17
 9.06500000e+00    5.05619436e+01    1.07064270e+00    5.74454514e+17
 9.07000000e+00    5.04850535e+01    1.07213476e+00    5.74173634e+17
 9.07500000e+00    5.04081824e+01    1.07362773e+00    5.73892614e+17
 9.08000000e+00    5.03313303e+01    1.07512161e+00    5.73611452e+17
 9.08500000e+00    5.02544973e+01    1.07661641e+00    5.73330150e+17
 9.09000000e+00    5.01776835e+01    1.07811212e+00    5.73048705e+17
 9.09500000e+00    5.01008889e+01    1.07960875e+00    5.72767119e+17
 9.10000000e+00    5.00241137e+01    1.08110628e+00    5.72485391e+17
 9.10500000e+00    4.99473579e+01    1.08260472e+00    5.72203520e+17
 9.11000000e+00    4.98706215e+01    1.08410407e+00    5.71921506e+17
 9.11500000e+00    4.97939047e+01    1.08560433e+00    5.71639350e+17
 9.12000000e+00    4.97172075e+01    1.08710549e+00    5.71357050e+17
 9.12500000e+00    4.96405301e+01    1.08860755e+00    5.71074606e+17
 9.13000000e+00    4.95638724e+01    1.09011052e+00    5.70792018e+17
 9.13500000e+00    4.94872346e+01    1.09161439e+00    5.70509287e+17
 9.14000000e+00    4.94106167e+01    1.09311916e+00    5.70226410e+17
 9.14500000e+00    4.93340188e+01    1.09462483e+00    5.69943389e+17
 9.15000000e+00    4.92574411e+01    1.09613140e+00    5.69660222e+17
 9.15500000e+00    4.91808834e+01    1.09763887e+00    5.69376910e+17
 9.16000000e+00    4.91043461e+01    1.09914724e+00    5.69093452e+17
 9.16500000e+00    4.90278290e+01    1.10065650e+00    5.68809848e+17
 9.17000000e+00    4.89513324e+01    1.10216665e+00    5.68526097e+17
 9.17500000e+00    4.88748562e+01    1.10367770e+00    5.68242199e+17
 9.18000000e+00    4.87984005e+01    1.10518964e+00    5.67958153e+17
