           R_km         P_MeV/fm3         M_M_solar   Energy Density (ε)
 3.78500000e+00    4.06965164e+00    2.86939164e-02    2.42996651e+17
 3.79000000e+00    4.06734302e+00    2.88040495e-02    2.42942289e+17
 3.79500000e+00    4.06503214e+00    2.89144488e-02    2.42887855e+17
 3.80000000e+00    4.06271901e+00    2.90251146e-02    2.42833348e+17
 3.80500000e+00    4.06040362e+00    2.91360471e-02    2.42778768e+17
 3.81000000e+00    4.05808598e+00    2.92472466e-02    2.42724115e+17
 3.81500000e+00    4.05576609e+00    2.93587131e-02    2.42669390e+17
 3.82000000e+00    4.05344396e+00    2.94704470e-02    2.42614592e+17
 3.82500000e+00    4.05111959e+00    2.95824485e-02    2.42559722e+17
 3.83000000e+00    4.04879297e+00    2.96947177e-02    2.42504779e+17
 3.83500000e+00    4.04646413e+00    2.98072549e-02    2.42449763e+17
 3.84000000e+00    4.04413305e+00    2.99200604e-02    2.42394675e+17
 3.84500000e+00    4.04179974e+00    3.00331343e-02    2.42339513e+17
 3.85000000e+00    4.03946420e+00    3.01464768e-02    2.42284280e+17
 3.85500000e+00    4.03712644e+00    3.02600882e-02    2.42228973e+17
 3.86000000e+00    4.03478646e+00    3.03739686e-02    2.42173594e+17
 3.86500000e+00    4.03244426e+00    3.04881184e-02    2.42118142e+17
 3.87000000e+00    4.03009985e+00    3.06025376e-02    2.42062617e+17
 3.87500000e+00    4.02775323e+00    3.07172265e-02    2.42007020e+17
 3.88000000e+00    4.02540440e+00    3.08321854e-02    2.41951350e+17
 3.88500000e+00    4.02305337e+00    3.09474144e-02    2.41895608e+17
 3.89000000e+00    4.02070013e+00    3.10629138e-02    2.41839792e+17
 3.89500000e+00    4.01834470e+00    3.11786837e-02    2.41783904e+17
 3.90000000e+00    4.01598707e+00    3.12947244e-02    2.41727944e+17
 3.90500000e+00    4.01362724e+00    3.14110360e-02    2.41671910e+17
 3.91000000e+00    4.01126523e+00    3.15276188e-02    2.41615804e+17
 3.91500000e+00    4.00890103e+00    3.16444731e-02    2.41559626e+17
 3.92000000e+00    4.00653465e+00    3.17615989e-02    2.41503374e+17
 3.92500000e+00    4.00416609e+00    3.18789965e-02    2.41447050e+17
 3.93000000e+00    4.00179535e+00    3.19966662e-02    2.41390653e+17
 3.93500000e+00    3.99942244e+00    3.21146080e-02    2.41334184e+17
 3.94000000e+00    3.99704735e+00    3.22328223e-02    2.41277642e+17
 3.94500000e+00    3.99467010e+00    3.23513092e-02    2.41221027e+17
 3.95000000e+00    3.99229069e+00    3.24700690e-02    2.41164339e+17
 3.95500000e+00    3.98990911e+00    3.25891018e-02    2.41107579e+17
 3.96000000e+00    3.98752538e+00    3.27084078e-02    2.41050746e+17
 3.96500000e+00    3.98513949e+00    3.28279873e-02    2.40993841e+17
 3.97000000e+00    3.98275145e+00    3.29478404e-02    2.40936862e+17
 3.97500000e+00    3.98036126e+00    3.30679674e-02    2.40879811e+17
 3.98000000e+00    3.97796892e+00    3.31883684e-02    2.40822688e+17
 3.98500000e+00    3.97557444e+00    3.33090436e-02    2.40765491e+17
 3.99000000e+00    3.97317783e+00    3.34299934e-02    2.40708222e+17
 3.99500000e+00    3.97077907e+00    3.35512177e-02    2.40650880e+17
 4.00000000e+00    3.96837819e+00    3.36727169e-02    2.40593466e+17
 4.00500000e+00    3.96597517e+00    3.37944912e-02    2.40535979e+17
 4.01000000e+00    3.96357003e+00    3.39165407e-02    2.40478419e+17
 4.01500000e+00    3.96116276e+00    3.40388656e-02    2.40420786e+17
 4.02000000e+00    3.95875338e+00    3.41614662e-02    2.40363081e+17
 4.02500000e+00    3.95634187e+00    3.42843426e-02    2.40305303e+17
 4.03000000e+00    3.95392826e+00    3.44074951e-02    2.40247453e+17
 4.03500000e+00    3.95151253e+00    3.45309238e-02    2.40189529e+17
 4.04000000e+00    3.94909469e+00    3.46546289e-02    2.40131534e+17
 4.04500000e+00    3.94667475e+00    3.47786106e-02    2.40073465e+17
 4.05000000e+00    3.94425271e+00    3.49028691e-02    2.40015324e+17
 4.05500000e+00    3.94182857e+00    3.50274046e-02    2.39957110e+17
 4.06000000e+00    3.93940234e+00    3.51522173e-02    2.39898823e+17
 4.06500000e+00    3.93697402e+00    3.52773074e-02    2.39840464e+17
 4.07000000e+00    3.93454360e+00    3.54026750e-02    2.39782032e+17
 4.07500000e+00    3.93211111e+00    3.55283205e-02    2.39723527e+17
 4.08000000e+00    3.92967653e+00    3.56542439e-02    2.39664949e+17
 4.08500000e+00    3.92723987e+00    3.57804454e-02    2.39606299e+17
 4.09000000e+00    3.92480113e+00    3.59069253e-02    2.39547577e+17
 4.09500000e+00    3.92236033e+00    3.60336837e-02    2.39488781e+17
 4.10000000e+00    3.91991745e+00    3.61607208e-02    2.39429913e+17
 4.10500000e+00    3.91747251e+00    3.62880368e-02    2.39370973e+17
 4.11000000e+00    3.91502551e+00    3.64156319e-02    2.39311959e+17
 4.11500000e+00    3.91257644e+00    3.65435062e-02    2.39252873e+17
 4.12000000e+00    3.91012533e+00    3.66716600e-02    2.39193715e+17
 4.12500000e+00    3.90767215e+00    3.68000935e-02    2.39134483e+17
 4.13000000e+00    3.90521693e+00    3.69288068e-02    2.39075179e+17
 4.13500000e+00    3.90275967e+00    3.70578001e-02    2.39015803e+17
 4.14000000e+00    3.90030035e+00    3.71870736e-02    2.38956353e+17
 4.14500000e+00    3.89783900e+00    3.73166275e-02    2.38896831e+17
 4.15000000e+00    3.89537562e+00    3.74464619e-02    2.38837237e+17
 4.15500000e+00    3.89291020e+00    3.75765771e-02    2.38777570e+17
 4.16000000e+00    3.89044275e+00    3.77069731e-02    2.38717830e+17
 4.16500000e+00    3.88797327e+00    3.78376503e-02    2.38658017e+17
 4.17000000e+00    3.88550177e+00    3.79686088e-02    2.38598132e+17
 4.17500000e+00    3.88302825e+00    3.80998488e-02    2.38538174e+17
 4.18000000e+00    3.88055271e+00    3.82313703e-02    2.38478144e+17
 4.18500000e+00    3.87807516e+00    3.83631737e-02    2.38418041e+17
 4.19000000e+00    3.87559560e+00    3.84952591e-02    2.38357865e+17
 4.19500000e+00    3.87311403e+00    3.86276267e-02    2.38297617e+17
 4.20000000e+00    3.87063046e+00    3.87602766e-02    2.38237296e+17
 4.20500000e+00    3.86814489e+00    3.88932091e-02    2.38176903e+17
 4.21000000e+00    3.86565732e+00    3.90264242e-02    2.38116437e+17
 4.21500000e+00    3.86316775e+00    3.91599223e-02    2.38055898e+17
 4.22000000e+00    3.86067620e+00    3.92937034e-02    2.37995287e+17
 4.22500000e+00    3.85818266e+00    3.94277677e-02    2.37934603e+17
 4.23000000e+00    3.85568713e+00    3.95621154e-02    2.37873847e+17
 4.23500000e+00    3.85318962e+00    3.96967466e-02    2.37813018e+17
 4.24000000e+00    3.85069014e+00    3.98316617e-02    2.37752116e+17
 4.24500000e+00    3.84818868e+00    3.99668606e-02    2.37691142e+17
 4.25000000e+00    3.84568525e+00    4.01023436e-02    2.37630095e+17
 4.25500000e+00    3.84317986e+00    4.02381109e-02    2.37568976e+17
 4.26000000e+00    3.84067250e+00    4.03741626e-02    2.37507784e+17
 4.26500000e+00    3.83816318e+00    4.05104989e-02    2.37446519e+17
 4.27000000e+00    3.83565190e+00    4.06471199e-02    2.37385182e+17
 4.27500000e+00    3.83313867e+00    4.07840259e-02    2.37323772e+17
 4.28000000e+00    3.83062348e+00    4.09212170e-02    2.37262290e+17
 4.28500000e+00    3.82810635e+00    4.10586933e-02    2.37200735e+17
 4.29000000e+00    3.82558728e+00    4.11964551e-02    2.37139108e+17
 4.29500000e+00    3.82306626e+00    4.13345025e-02    2.37077408e+17
 4.30000000e+00    3.82054331e+00    4.14728356e-02    2.37015636e+17
 4.30500000e+00    3.81801843e+00    4.16114547e-02    2.36953791e+17
 4.31000000e+00    3.81549161e+00    4.17503598e-02    2.36891873e+17
 4.31500000e+00    3.81296286e+00    4.18895513e-02    2.36829883e+17
 4.32000000e+00    3.81043220e+00    4.20290291e-02    2.36767820e+17
 4.32500000e+00    3.80789961e+00    4.21687935e-02    2.36705685e+17
 4.33000000e+00    3.80536510e+00    4.23088446e-02    2.36643477e+17
 4.33500000e+00    3.80282868e+00    4.24491826e-02    2.36581197e+17
 4.34000000e+00    3.80029035e+00    4.25898077e-02    2.36518844e+17
 4.34500000e+00    3.79775011e+00    4.27307200e-02    2.36456419e+17
 4.35000000e+00    3.79520797e+00    4.28719197e-02    2.36393921e+17
 4.35500000e+00    3.79266393e+00    4.30134070e-02    2.36331350e+17
 4.36000000e+00    3.79011799e+00    4.31551819e-02    2.36268707e+17
 4.36500000e+00    3.78757016e+00    4.32972447e-02    2.36205992e+17
 4.37000000e+00    3.78502044e+00    4.34395955e-02    2.36143204e+17
 4.37500000e+00    3.78246883e+00    4.35822344e-02    2.36080343e+17
 4.38000000e+00    3.77991534e+00    4.37251617e-02    2.36017410e+17
 4.38500000e+00    3.77735997e+00    4.38683774e-02    2.35954404e+17
 4.39000000e+00    3.77480272e+00    4.40118818e-02    2.35891326e+17
 4.39500000e+00    3.77224360e+00    4.41556750e-02    2.35828175e+17
 4.40000000e+00    3.76968261e+00    4.42997571e-02    2.35764952e+17
 4.40500000e+00    3.76711975e+00    4.44441283e-02    2.35701657e+17
 4.41000000e+00    3.76455503e+00    4.45887887e-02    2.35638288e+17
 4.41500000e+00    3.76198845e+00    4.47337385e-02    2.35574848e+17
 4.42000000e+00    3.75942001e+00    4.48789779e-02    2.35511335e+17
 4.42500000e+00    3.75684972e+00    4.50245069e-02    2.35447749e+17
 4.43000000e+00    3.75427759e+00    4.51703259e-02    2.35384091e+17
 4.43500000e+00    3.75170360e+00    4.53164347e-02    2.35320360e+17
 4.44000000e+00    3.74912778e+00    4.54628338e-02    2.35256557e+17
 4.44500000e+00    3.74655011e+00    4.56095231e-02    2.35192682e+17
 4.45000000e+00    3.74397061e+00    4.57565029e-02    2.35128734e+17
 4.45500000e+00    3.74138928e+00    4.59037732e-02    2.35064713e+17
 4.46000000e+00    3.73880612e+00    4.60513343e-02    2.35000620e+17
 4.46500000e+00    3.73622113e+00    4.61991862e-02    2.34936455e+17
 4.47000000e+00    3.73363432e+00    4.63473292e-02    2.34872217e+17
 4.47500000e+00    3.73104570e+00    4.64957633e-02    2.34807907e+17
 4.48000000e+00    3.72845526e+00    4.66444887e-02    2.34743524e+17
 4.48500000e+00    3.72586301e+00    4.67935056e-02    2.34679069e+17
 4.49000000e+00    3.72326895e+00    4.69428141e-02    2.34614541e+17
 4.49500000e+00    3.72067308e+00    4.70924143e-02    2.34549941e+17
 4.50000000e+00    3.71807542e+00    4.72423063e-02    2.34485269e+17
 4.50500000e+00    3.71547595e+00    4.73924904e-02    2.34420524e+17
 4.51000000e+00    3.71287470e+00    4.75429666e-02    2.34355706e+17
 4.51500000e+00    3.71027165e+00    4.76937352e-02    2.34290817e+17
 4.52000000e+00    3.70766682e+00    4.78447961e-02    2.34225855e+17
 4.52500000e+00    3.70506020e+00    4.79961497e-02    2.34160820e+17
 4.53000000e+00    3.70245180e+00    4.81477959e-02    2.34095713e+17
 4.53500000e+00    3.69984163e+00    4.82997350e-02    2.34030534e+17
 4.54000000e+00    3.69722968e+00    4.84519670e-02    2.33965282e+17
 4.54500000e+00    3.69461596e+00    4.86044922e-02    2.33899958e+17
 4.55000000e+00    3.69200048e+00    4.87573106e-02    2.33834561e+17
 4.55500000e+00    3.68938324e+00    4.89104224e-02    2.33769092e+17
 4.56000000e+00    3.68676423e+00    4.90638277e-02    2.33703551e+17
 4.56500000e+00    3.68414347e+00    4.92175267e-02    2.33637937e+17
 4.57000000e+00    3.68152096e+00    4.93715194e-02    2.33572251e+17
 4.57500000e+00    3.67889670e+00    4.95258061e-02    2.33506493e+17
 4.58000000e+00    3.67627069e+00    4.96803868e-02    2.33440662e+17
 4.58500000e+00    3.67364295e+00    4.98352617e-02    2.33374759e+17
 4.59000000e+00    3.67101346e+00    4.99904309e-02    2.33308784e+17
 4.59500000e+00    3.66838224e+00    5.01458945e-02    2.33242736e+17
 4.60000000e+00    3.66574929e+00    5.03016527e-02    2.33176616e+17
 4.60500000e+00    3.66311461e+00    5.04577056e-02    2.33110423e+17
 4.61000000e+00    3.66047821e+00    5.06140533e-02    2.33044159e+17
 4.61500000e+00    3.65784009e+00    5.07706960e-02    2.32977822e+17
 4.62000000e+00    3.65520025e+00    5.09276337e-02    2.32911412e+17
 4.62500000e+00    3.65255870e+00    5.10848666e-02    2.32844930e+17
 4.63000000e+00    3.64991543e+00    5.12423948e-02    2.32778376e+17
 4.63500000e+00    3.64727046e+00    5.14002185e-02    2.32711750e+17
 4.64000000e+00    3.64462379e+00    5.15583378e-02    2.32645052e+17
 4.64500000e+00    3.64197542e+00    5.17167527e-02    2.32578281e+17
 4.65000000e+00    3.63932536e+00    5.18754635e-02    2.32511438e+17
 4.65500000e+00    3.63667360e+00    5.20344702e-02    2.32444522e+17
 4.66000000e+00    3.63402015e+00    5.21937730e-02    2.32377535e+17
 4.66500000e+00    3.63136502e+00    5.23533719e-02    2.32310475e+17
 4.67000000e+00    3.62870821e+00    5.25132672e-02    2.32243343e+17
 4.67500000e+00    3.62604972e+00    5.26734588e-02    2.32176138e+17
 4.68000000e+00    3.62338955e+00    5.28339470e-02    2.32108862e+17
 4.68500000e+00    3.62072772e+00    5.29947319e-02    2.32041513e+17
 4.69000000e+00    3.61806421e+00    5.31558135e-02    2.31974092e+17
 4.69500000e+00    3.61539905e+00    5.33171920e-02    2.31906599e+17
 4.70000000e+00    3.61273222e+00    5.34788676e-02    2.31839033e+17
 4.70500000e+00    3.61006374e+00    5.36408402e-02    2.31771396e+17
 4.71000000e+00    3.60739361e+00    5.38031101e-02    2.31703686e+17
 4.71500000e+00    3.60472182e+00    5.39656773e-02    2.31635904e+17
 4.72000000e+00    3.60204839e+00    5.41285420e-02    2.31568049e+17
 4.72500000e+00    3.59937332e+00    5.42917043e-02    2.31500123e+17
 4.73000000e+00    3.59669661e+00    5.44551642e-02    2.31432124e+17
 4.73500000e+00    3.59401827e+00    5.46189220e-02    2.31364054e+17
 4.74000000e+00    3.59133829e+00    5.47829776e-02    2.31295911e+17
 4.74500000e+00    3.58865669e+00    5.49473313e-02    2.31227695e+17
 4.75000000e+00    3.58597346e+00    5.51119831e-02    2.31159408e+17
 4.75500000e+00    3.58328861e+00    5.52769332e-02    2.31091049e+17
 4.76000000e+00    3.58060214e+00    5.54421816e-02    2.31022617e+17
 4.76500000e+00    3.57791407e+00    5.56077284e-02    2.30954114e+17
 4.77000000e+00    3.57522438e+00    5.57735738e-02    2.30885538e+17
 4.77500000e+00    3.57253309e+00    5.59397179e-02    2.30816890e+17
 4.78000000e+00    3.56984019e+00    5.61061608e-02    2.30748170e+17
 4.78500000e+00    3.56714569e+00    5.62729025e-02    2.30679378e+17
 4.79000000e+00    3.56444960e+00    5.64399433e-02    2.30610514e+17
 4.79500000e+00    3.56175192e+00    5.66072831e-02    2.30541578e+17
 4.80000000e+00    3.55905265e+00    5.67749221e-02    2.30472569e+17
 4.80500000e+00    3.55635180e+00    5.69428604e-02    2.30403489e+17
 4.81000000e+00    3.55364937e+00    5.71110981e-02    2.30334336e+17
 4.81500000e+00    3.55094536e+00    5.72796353e-02    2.30265112e+17
 4.82000000e+00    3.54823977e+00    5.74484721e-02    2.30195815e+17
 4.82500000e+00    3.54553262e+00    5.76176085e-02    2.30126447e+17
 4.83000000e+00    3.54282390e+00    5.77870448e-02    2.30057006e+17
 4.83500000e+00    3.54011362e+00    5.79567810e-02    2.29987494e+17
 4.84000000e+00    3.53740178e+00    5.81268172e-02    2.29917909e+17
 4.84500000e+00    3.53468838e+00    5.82971534e-02    2.29848252e+17
 4.85000000e+00    3.53197344e+00    5.84677899e-02    2.29778524e+17
 4.85500000e+00    3.52925694e+00    5.86387266e-02    2.29708723e+17
 4.86000000e+00    3.52653890e+00    5.88099638e-02    2.29638851e+17
 4.86500000e+00    3.52381932e+00    5.89815013e-02    2.29568906e+17
 4.87000000e+00    3.52109821e+00    5.91533395e-02    2.29498890e+17
 4.87500000e+00    3.51837556e+00    5.93254783e-02    2.29428801e+17
 4.88000000e+00    3.51565138e+00    5.94979179e-02    2.29358641e+17
 4.88500000e+00    3.51292568e+00    5.96706583e-02    2.29288409e+17
 4.89000000e+00    3.51019845e+00    5.98436997e-02    2.29218104e+17
 4.89500000e+00    3.50746971e+00    6.00170420e-02    2.29147728e+17
 4.90000000e+00    3.50473945e+00    6.01906855e-02    2.29077280e+17
 4.90500000e+00    3.50200768e+00    6.03646302e-02    2.29006760e+17
 4.91000000e+00    3.49927440e+00    6.05388763e-02    2.28936168e+17
 4.91500000e+00    3.49653962e+00    6.07134236e-02    2.28865504e+17
 4.92000000e+00    3.49380334e+00    6.08882725e-02    2.28794769e+17
 4.92500000e+00    3.49106556e+00    6.10634229e-02    2.28723961e+17
 4.93000000e+00    3.48832629e+00    6.12388750e-02    2.28653082e+17
 4.93500000e+00    3.48558553e+00    6.14146288e-02    2.28582131e+17
 4.94000000e+00    3.48284329e+00    6.15906844e-02    2.28511108e+17
 4.94500000e+00    3.48009956e+00    6.17670419e-02    2.28440013e+17
 4.95000000e+00    3.47735436e+00    6.19437014e-02    2.28368846e+17
 4.95500000e+00    3.47460768e+00    6.21206630e-02    2.28297607e+17
 4.96000000e+00    3.47185953e+00    6.22979267e-02    2.28226297e+17
 4.96500000e+00    3.46910992e+00    6.24754926e-02    2.28154915e+17
 4.97000000e+00    3.46635884e+00    6.26533608e-02    2.28083461e+17
 4.97500000e+00    3.46360631e+00    6.28315315e-02    2.28011935e+17
 4.98000000e+00    3.46085232e+00    6.30100046e-02    2.27940337e+17
 4.98500000e+00    3.45809687e+00    6.31887802e-02    2.27868668e+17
 4.99000000e+00    3.45533998e+00    6.33678585e-02    2.27796927e+17
 4.99500000e+00    3.45258165e+00    6.35472395e-02    2.27725114e+17
 5.00000000e+00    3.44982187e+00    6.37269233e-02    2.27653230e+17
 5.00500000e+00    3.44706066e+00    6.39069099e-02    2.27581273e+17
 5.01000000e+00    3.44429801e+00    6.40871994e-02    2.27509245e+17
 5.01500000e+00    3.44153393e+00    6.42677920e-02    2.27437146e+17
 5.02000000e+00    3.43876843e+00    6.44486876e-02    2.27364974e+17
 5.02500000e+00    3.43600151e+00    6.46298864e-02    2.27292731e+17
 5.03000000e+00    3.43323317e+00    6.48113884e-02    2.27220417e+17
 5.03500000e+00    3.43046341e+00    6.49931938e-02    2.27148030e+17
 5.04000000e+00    3.42769225e+00    6.51753024e-02    2.27075572e+17
 5.04500000e+00    3.42491967e+00    6.53577146e-02    2.27003042e+17
 5.05000000e+00    3.42214570e+00    6.55404302e-02    2.26930441e+17
 5.05500000e+00    3.41937032e+00    6.57234494e-02    2.26857768e+17
 5.06000000e+00    3.41659355e+00    6.59067723e-02    2.26785024e+17
 5.06500000e+00    3.41381539e+00    6.60903989e-02    2.26712207e+17
 5.07000000e+00    3.41103584e+00    6.62743293e-02    2.26639320e+17
 5.07500000e+00    3.40825490e+00    6.64585635e-02    2.26566360e+17
 5.08000000e+00    3.40547258e+00    6.66431016e-02    2.26493329e+17
 5.08500000e+00    3.40268889e+00    6.68279438e-02    2.26420227e+17
 5.09000000e+00    3.39990382e+00    6.70130899e-02    2.26347053e+17
 5.09500000e+00    3.39711739e+00    6.71985402e-02    2.26273807e+17
 5.10000000e+00    3.39432959e+00    6.73842947e-02    2.26200490e+17
 5.10500000e+00    3.39154042e+00    6.75703533e-02    2.26127102e+17
 5.11000000e+00    3.38874990e+00    6.77567163e-02    2.26053641e+17
 5.11500000e+00    3.38595803e+00    6.79433837e-02    2.25980110e+17
 5.12000000e+00    3.38316480e+00    6.81303555e-02    2.25906507e+17
 5.12500000e+00    3.38037023e+00    6.83176317e-02    2.25832832e+17
 5.13000000e+00    3.37757432e+00    6.85052125e-02    2.25759086e+17
 5.13500000e+00    3.37477706e+00    6.86930979e-02    2.25685269e+17
 5.14000000e+00    3.37197847e+00    6.88812879e-02    2.25611380e+17
 5.14500000e+00    3.36917855e+00    6.90697827e-02    2.25537419e+17
 5.15000000e+00    3.36637730e+00    6.92585822e-02    2.25463388e+17
 5.15500000e+00    3.36357473e+00    6.94476865e-02    2.25389284e+17
 5.16000000e+00    3.36077084e+00    6.96370957e-02    2.25315110e+17
 5.16500000e+00    3.35796563e+00    6.98268099e-02    2.25240864e+17
 5.17000000e+00    3.35515911e+00    7.00168290e-02    2.25166547e+17
 5.17500000e+00    3.35235128e+00    7.02071532e-02    2.25092158e+17
 5.18000000e+00    3.34954215e+00    7.03977825e-02    2.25017698e+17
 5.18500000e+00    3.34673171e+00    7.05887169e-02    2.24943167e+17
 5.19000000e+00    3.34391998e+00    7.07799565e-02    2.24868564e+17
 5.19500000e+00    3.34110695e+00    7.09715014e-02    2.24793890e+17
 5.20000000e+00    3.33829264e+00    7.11633515e-02    2.24719145e+17
 5.20500000e+00    3.33547704e+00    7.13555070e-02    2.24644328e+17
 5.21000000e+00    3.33266015e+00    7.15479679e-02    2.24569441e+17
 5.21500000e+00    3.32984199e+00    7.17407342e-02    2.24494482e+17
 5.22000000e+00    3.32702256e+00    7.19338060e-02    2.24419451e+17
 5.22500000e+00    3.32420185e+00    7.21271833e-02    2.24344350e+17
 5.23000000e+00    3.32137988e+00    7.23208662e-02    2.24269177e+17
 5.23500000e+00    3.31855664e+00    7.25148548e-02    2.24193933e+17
 5.24000000e+00    3.31573215e+00    7.27091490e-02    2.24118618e+17
 5.24500000e+00    3.31290640e+00    7.29037489e-02    2.24043232e+17
 5.25000000e+00    3.31007940e+00    7.30986545e-02    2.23967775e+17
 5.25500000e+00    3.30725115e+00    7.32938660e-02    2.23892246e+17
 5.26000000e+00    3.30442166e+00    7.34893832e-02    2.23816646e+17
 5.26500000e+00    3.30159092e+00    7.36852064e-02    2.23740975e+17
 5.27000000e+00    3.29875896e+00    7.38813354e-02    2.23665233e+17
 5.27500000e+00    3.29592576e+00    7.40777704e-02    2.23589420e+17
 5.28000000e+00    3.29309133e+00    7.42745114e-02    2.23513536e+17
 5.28500000e+00    3.29025568e+00    7.44715585e-02    2.23437581e+17
 5.29000000e+00    3.28741881e+00    7.46689116e-02    2.23361554e+17
 5.29500000e+00    3.28458072e+00    7.48665708e-02    2.23285457e+17
 5.30000000e+00    3.28174141e+00    7.50645361e-02    2.23209288e+17
 5.30500000e+00    3.27890090e+00    7.52628076e-02    2.23133049e+17
 5.31000000e+00    3.27605919e+00    7.54613853e-02    2.23056738e+17
 5.31500000e+00    3.27321627e+00    7.56602692e-02    2.22980356e+17
 5.32000000e+00    3.27037216e+00    7.58594594e-02    2.22903904e+17
 5.32500000e+00    3.26752685e+00    7.60589559e-02    2.22827380e+17
 5.33000000e+00    3.26468035e+00    7.62587588e-02    2.22750786e+17
 5.33500000e+00    3.26183267e+00    7.64588680e-02    2.22674120e+17
 5.34000000e+00    3.25898380e+00    7.66592836e-02    2.22597384e+17
 5.34500000e+00    3.25613376e+00    7.68600056e-02    2.22520576e+17
 5.35000000e+00    3.25328254e+00    7.70610341e-02    2.22443698e+17
 5.35500000e+00    3.25043016e+00    7.72623691e-02    2.22366749e+17
 5.36000000e+00    3.24757660e+00    7.74640105e-02    2.22289728e+17
 5.36500000e+00    3.24472189e+00    7.76659585e-02    2.22212637e+17
 5.37000000e+00    3.24186601e+00    7.78682131e-02    2.22135476e+17
 5.37500000e+00    3.23900898e+00    7.80707742e-02    2.22058243e+17
 5.38000000e+00    3.23615080e+00    7.82736419e-02    2.21980939e+17
 5.38500000e+00    3.23329148e+00    7.84768163e-02    2.21903565e+17
 5.39000000e+00    3.23043101e+00    7.86802973e-02    2.21826120e+17
 5.39500000e+00    3.22756940e+00    7.88840850e-02    2.21748604e+17
 5.40000000e+00    3.22470665e+00    7.90881794e-02    2.21671017e+17
 5.40500000e+00    3.22184278e+00    7.92925805e-02    2.21593359e+17
 5.41000000e+00    3.21897778e+00    7.94972883e-02    2.21515631e+17
 5.41500000e+00    3.21611165e+00    7.97023029e-02    2.21437832e+17
 5.42000000e+00    3.21324440e+00    7.99076243e-02    2.21359963e+17
 5.42500000e+00    3.21037604e+00    8.01132524e-02    2.21282022e+17
 5.43000000e+00    3.20750657e+00    8.03191874e-02    2.21204011e+17
 5.43500000e+00    3.20463599e+00    8.05254292e-02    2.21125930e+17
 5.44000000e+00    3.20176431e+00    8.07319778e-02    2.21047777e+17
 5.44500000e+00    3.19889152e+00    8.09388333e-02    2.20969554e+17
 5.45000000e+00    3.19601764e+00    8.11459956e-02    2.20891261e+17
 5.45500000e+00    3.19314267e+00    8.13534648e-02    2.20812897e+17
 5.46000000e+00    3.19026661e+00    8.15612409e-02    2.20734462e+17
 5.46500000e+00    3.18738946e+00    8.17693240e-02    2.20655957e+17
 5.47000000e+00    3.18451123e+00    8.19777139e-02    2.20577382e+17
 5.47500000e+00    3.18163193e+00    8.21864108e-02    2.20498736e+17
 5.48000000e+00    3.17875156e+00    8.23954146e-02    2.20420019e+17
 5.48500000e+00    3.17587011e+00    8.26047253e-02    2.20341232e+17
 5.49000000e+00    3.17298761e+00    8.28143430e-02    2.20262375e+17
 5.49500000e+00    3.17010404e+00    8.30242677e-02    2.20183447e+17
 5.50000000e+00    3.16721941e+00    8.32344993e-02    2.20104449e+17
 5.50500000e+00    3.16433373e+00    8.34450380e-02    2.20025380e+17
 5.51000000e+00    3.16144700e+00    8.36558835e-02    2.19946242e+17
 5.51500000e+00    3.15855923e+00    8.38670361e-02    2.19867032e+17
 5.52000000e+00    3.15567042e+00    8.40784957e-02    2.19787753e+17
 5.52500000e+00    3.15278057e+00    8.42902622e-02    2.19708403e+17
 5.53000000e+00    3.14988968e+00    8.45023358e-02    2.19628983e+17
 5.53500000e+00    3.14699777e+00    8.47147163e-02    2.19549493e+17
 5.54000000e+00    3.14410483e+00    8.49274039e-02    2.19469933e+17
 5.54500000e+00    3.14121087e+00    8.51403984e-02    2.19390302e+17
 5.55000000e+00    3.13831589e+00    8.53537000e-02    2.19310601e+17
 5.55500000e+00    3.13541990e+00    8.55673085e-02    2.19230830e+17
 5.56000000e+00    3.13252290e+00    8.57812241e-02    2.19150989e+17
 5.56500000e+00    3.12962490e+00    8.59954466e-02    2.19071078e+17
 5.57000000e+00    3.12672589e+00    8.62099761e-02    2.18991097e+17
 5.57500000e+00    3.12382588e+00    8.64248126e-02    2.18911046e+17
 5.58000000e+00    3.12092489e+00    8.66399561e-02    2.18830924e+17
 5.58500000e+00    3.11802290e+00    8.68554065e-02    2.18750733e+17
 5.59000000e+00    3.11511992e+00    8.70711640e-02    2.18670472e+17
 5.59500000e+00    3.11221597e+00    8.72872284e-02    2.18590140e+17
 5.60000000e+00    3.10931103e+00    8.75035997e-02    2.18509739e+17
 5.60500000e+00    3.10640513e+00    8.77202780e-02    2.18429267e+17
 5.61000000e+00    3.10349825e+00    8.79372632e-02    2.18348726e+17
 5.61500000e+00    3.10059041e+00    8.81545554e-02    2.18268114e+17
 5.62000000e+00    3.09768160e+00    8.83721544e-02    2.18187433e+17
 5.62500000e+00    3.09477184e+00    8.85900604e-02    2.18106682e+17
 5.63000000e+00    3.09186112e+00    8.88082733e-02    2.18025861e+17
 5.63500000e+00    3.08894945e+00    8.90267930e-02    2.17944970e+17
 5.64000000e+00    3.08603684e+00    8.92456196e-02    2.17864009e+17
 5.64500000e+00    3.08312329e+00    8.94647531e-02    2.17782979e+17
 5.65000000e+00    3.08020879e+00    8.96841934e-02    2.17701878e+17
 5.65500000e+00    3.07729336e+00    8.99039405e-02    2.17620708e+17
 5.66000000e+00    3.07437701e+00    9.01239944e-02    2.17539468e+17
 5.66500000e+00    3.07145972e+00    9.03443551e-02    2.17458158e+17
