           R_km         P_MeV/fm3         M_M_solar   Energy Density (ε)
 1.12300000e+01    1.77770905e-01    4.65512840e-01    8.02096538e+16
 1.12350000e+01    1.76362349e-01    4.65832005e-01    7.99029803e+16
 1.12400000e+01    1.74959638e-01    4.66150203e-01    7.95826235e+16
 1.12450000e+01    1.73562997e-01    4.66467380e-01    7.92502378e+16
 1.12500000e+01    1.72172623e-01    4.66783490e-01    7.89074417e+16
 1.12550000e+01    1.70788686e-01    4.67098490e-01    7.85558147e+16
 1.12600000e+01    1.69411327e-01    4.67412348e-01    7.81968953e+16
 1.12650000e+01    1.68040662e-01    4.67725034e-01    7.78321792e+16
 1.12700000e+01    1.66676780e-01    4.68036525e-01    7.74631181e+16
 1.12750000e+01    1.65319744e-01    4.68346805e-01    7.70910734e+16
 1.12800000e+01    1.63969601e-01    4.68655860e-01    7.67167192e+16
 1.12850000e+01    1.62626390e-01    4.68963679e-01    7.63402303e+16
 1.12900000e+01    1.61290146e-01    4.69270251e-01    7.59617661e+16
 1.12950000e+01    1.59960904e-01    4.69575566e-01    7.55814826e+16
 1.13000000e+01    1.58638694e-01    4.69879614e-01    7.51995325e+16
 1.13050000e+01    1.57323544e-01    4.70182387e-01    7.48160649e+16
 1.13100000e+01    1.56015479e-01    4.70483876e-01    7.44312255e+16
 1.13150000e+01    1.54714523e-01    4.70784072e-01    7.40451567e+16
 1.13200000e+01    1.53420695e-01    4.71082970e-01    7.36579974e+16
 1.13250000e+01    1.52134014e-01    4.71380561e-01    7.32698830e+16
 1.13300000e+01    1.50854495e-01    4.71676839e-01    7.28809457e+16
 1.13350000e+01    1.49582150e-01    4.71971800e-01    7.24913140e+16
 1.13400000e+01    1.48316992e-01    4.72265437e-01    7.21011132e+16
 1.13450000e+01    1.47059027e-01    4.72557746e-01    7.17104653e+16
 1.13500000e+01    1.45808264e-01    4.72848723e-01    7.13194889e+16
 1.13550000e+01    1.44564706e-01    4.73138363e-01    7.09282991e+16
 1.13600000e+01    1.43328355e-01    4.73426664e-01    7.05370081e+16
 1.13650000e+01    1.42099212e-01    4.73713623e-01    7.01457245e+16
 1.13700000e+01    1.40877275e-01    4.73999237e-01    6.97545538e+16
 1.13750000e+01    1.39662540e-01    4.74283504e-01    6.93635986e+16
 1.13800000e+01    1.38455003e-01    4.74566422e-01    6.89729578e+16
 1.13850000e+01    1.37254656e-01    4.74847991e-01    6.85827278e+16
 1.13900000e+01    1.36061491e-01    4.75128209e-01    6.81930015e+16
 1.13950000e+01    1.34875496e-01    4.75407076e-01    6.78038690e+16
 1.14000000e+01    1.33696661e-01    4.75684592e-01    6.74154174e+16
 1.14050000e+01    1.32524971e-01    4.75960757e-01    6.70277307e+16
 1.14100000e+01    1.31360411e-01    4.76235572e-01    6.66408904e+16
 1.14150000e+01    1.30202965e-01    4.76509038e-01    6.62549748e+16
 1.14200000e+01    1.29052615e-01    4.76781156e-01    6.58700597e+16
 1.14250000e+01    1.27909342e-01    4.77051928e-01    6.54862179e+16
 1.14300000e+01    1.26773125e-01    4.77321355e-01    6.51035197e+16
 1.14350000e+01    1.25643942e-01    4.77589440e-01    6.47220327e+16
 1.14400000e+01    1.24521770e-01    4.77856185e-01    6.43418221e+16
 1.14450000e+01    1.23406586e-01    4.78121594e-01    6.39629503e+16
 1.14500000e+01    1.22298364e-01    4.78385668e-01    6.35854774e+16
 1.14550000e+01    1.21197077e-01    4.78648412e-01    6.32094610e+16
 1.14600000e+01    1.20102699e-01    4.78909828e-01    6.28349564e+16
 1.14650000e+01    1.19015200e-01    4.79169921e-01    6.24620164e+16
 1.14700000e+01    1.17934553e-01    4.79428695e-01    6.20906919e+16
 1.14750000e+01    1.16860726e-01    4.79686154e-01    6.17210285e+16
 1.14800000e+01    1.15793689e-01    4.79942302e-01    6.13530231e+16
 1.14850000e+01    1.14733411e-01    4.80197143e-01    6.09866330e+16
 1.14900000e+01    1.13679864e-01    4.80450682e-01    6.06218162e+16
 1.14950000e+01    1.12633019e-01    4.80702922e-01    6.02585325e+16
 1.15000000e+01    1.11592846e-01    4.80953868e-01    5.98967434e+16
 1.15050000e+01    1.10559319e-01    4.81203522e-01    5.95364120e+16
 1.15100000e+01    1.09532411e-01    4.81451889e-01    5.91775033e+16
 1.15150000e+01    1.08512096e-01    4.81698971e-01    5.88199837e+16
 1.15200000e+01    1.07498347e-01    4.81944773e-01    5.84638213e+16
 1.15250000e+01    1.06491138e-01    4.82189296e-01    5.81089856e+16
 1.15300000e+01    1.05490446e-01    4.82432545e-01    5.77554478e+16
 1.15350000e+01    1.04496246e-01    4.82674521e-01    5.74031804e+16
 1.15400000e+01    1.03508513e-01    4.82915229e-01    5.70521573e+16
 1.15450000e+01    1.02527225e-01    4.83154670e-01    5.67023538e+16
 1.15500000e+01    1.01552357e-01    4.83392847e-01    5.63537466e+16
 1.15550000e+01    1.00583887e-01    4.83629762e-01    5.60063137e+16
 1.15600000e+01    9.96217919e-02    4.83865419e-01    5.56600342e+16
 1.15650000e+01    9.86660502e-02    4.84099819e-01    5.53148886e+16
 1.15700000e+01    9.77166396e-02    4.84332966e-01    5.49708587e+16
 1.15750000e+01    9.67735384e-02    4.84564860e-01    5.46279271e+16
 1.15800000e+01    9.58367252e-02    4.84795504e-01    5.42860779e+16
 1.15850000e+01    9.49061788e-02    4.85024901e-01    5.39452961e+16
 1.15900000e+01    9.39818782e-02    4.85253053e-01    5.36055677e+16
 1.15950000e+01    9.30638028e-02    4.85479961e-01    5.32668801e+16
 1.16000000e+01    9.21519318e-02    4.85705628e-01    5.29292212e+16
 1.16050000e+01    9.12462448e-02    4.85930055e-01    5.25925802e+16
 1.16100000e+01    9.03467216e-02    4.86153244e-01    5.22569472e+16
 1.16150000e+01    8.94533421e-02    4.86375198e-01    5.19223131e+16
 1.16200000e+01    8.85660861e-02    4.86595918e-01    5.15886699e+16
 1.16250000e+01    8.76849339e-02    4.86815406e-01    5.12560103e+16
 1.16300000e+01    8.68098655e-02    4.87033664e-01    5.09243277e+16
 1.16350000e+01    8.59408612e-02    4.87250694e-01    5.05936168e+16
 1.16400000e+01    8.50779013e-02    4.87466497e-01    5.02638746e+16
 1.16450000e+01    8.42209660e-02    4.87681075e-01    4.99351002e+16
 1.16500000e+01    8.33700358e-02    4.87894430e-01    4.96072931e+16
 1.16550000e+01    8.25250907e-02    4.88106564e-01    4.92804536e+16
 1.16600000e+01    8.16861111e-02    4.88317479e-01    4.89545823e+16
 1.16650000e+01    8.08530772e-02    4.88527177e-01    4.86296804e+16
 1.16700000e+01    8.00259690e-02    4.88735658e-01    4.83057496e+16
 1.16750000e+01    7.92047667e-02    4.88942926e-01    4.79827920e+16
 1.16800000e+01    7.83894502e-02    4.89148982e-01    4.76608101e+16
 1.16850000e+01    7.75799996e-02    4.89353829e-01    4.73398070e+16
 1.16900000e+01    7.67763947e-02    4.89557467e-01    4.70197861e+16
 1.16950000e+01    7.59786152e-02    4.89759899e-01    4.67007512e+16
 1.17000000e+01    7.51866410e-02    4.89961127e-01    4.63827063e+16
 1.17050000e+01    7.44004515e-02    4.90161153e-01    4.60656561e+16
 1.17100000e+01    7.36200264e-02    4.90359979e-01    4.57496053e+16
 1.17150000e+01    7.28453450e-02    4.90557607e-01    4.54345592e+16
 1.17200000e+01    7.20763866e-02    4.90754039e-01    4.51205230e+16
 1.17250000e+01    7.13131304e-02    4.90949277e-01    4.48075026e+16
 1.17300000e+01    7.05555555e-02    4.91143324e-01    4.44955039e+16
 1.17350000e+01    6.98036408e-02    4.91336182e-01    4.41845331e+16
 1.17400000e+01    6.90573652e-02    4.91527852e-01    4.38745968e+16
 1.17450000e+01    6.83167073e-02    4.91718338e-01    4.35657015e+16
 1.17500000e+01    6.75816457e-02    4.91907642e-01    4.32578541e+16
 1.17550000e+01    6.68521590e-02    4.92095765e-01    4.29510617e+16
 1.17600000e+01    6.61282253e-02    4.92282710e-01    4.26453314e+16
 1.17650000e+01    6.54098228e-02    4.92468481e-01    4.23406708e+16
 1.17700000e+01    6.46969296e-02    4.92653078e-01    4.20370871e+16
 1.17750000e+01    6.39895236e-02    4.92836506e-01    4.17345882e+16
 1.17800000e+01    6.32875825e-02    4.93018766e-01    4.14331817e+16
 1.17850000e+01    6.25910839e-02    4.93199860e-01    4.11328754e+16
 1.17900000e+01    6.19000053e-02    4.93379793e-01    4.08336774e+16
 1.17950000e+01    6.12143240e-02    4.93558566e-01    4.05355957e+16
 1.18000000e+01    6.05340172e-02    4.93736182e-01    4.02386382e+16
 1.18050000e+01    5.98590619e-02    4.93912644e-01    3.99428132e+16
 1.18100000e+01    5.91894351e-02    4.94087955e-01    3.96481287e+16
 1.18150000e+01    5.85251134e-02    4.94262118e-01    3.93545930e+16
 1.18200000e+01    5.78660735e-02    4.94435135e-01    3.90622143e+16
 1.18250000e+01    5.72122918e-02    4.94607010e-01    3.87710009e+16
 1.18300000e+01    5.65637446e-02    4.94777746e-01    3.84809608e+16
 1.18350000e+01    5.59204081e-02    4.94947346e-01    3.81921023e+16
 1.18400000e+01    5.52822584e-02    4.95115813e-01    3.79044337e+16
 1.18450000e+01    5.46492714e-02    4.95283150e-01    3.76179630e+16
 1.18500000e+01    5.40214227e-02    4.95449360e-01    3.73326933e+16
 1.18550000e+01    5.33986883e-02    4.95614448e-01    3.70486162e+16
 1.18600000e+01    5.27810442e-02    4.95778415e-01    3.67657226e+16
 1.18650000e+01    5.21684664e-02    4.95941265e-01    3.64840044e+16
 1.18700000e+01    5.15609312e-02    4.96103001e-01    3.62034541e+16
 1.18750000e+01    5.09584151e-02    4.96263627e-01    3.59240653e+16
 1.18800000e+01    5.03608944e-02    4.96423145e-01    3.56458324e+16
 1.18850000e+01    4.97683458e-02    4.96581558e-01    3.53687506e+16
 1.18900000e+01    4.91807458e-02    4.96738871e-01    3.50928156e+16
 1.18950000e+01    4.85980712e-02    4.96895085e-01    3.48180242e+16
 1.19000000e+01    4.80202988e-02    4.97050204e-01    3.45443737e+16
 1.19050000e+01    4.74474052e-02    4.97204231e-01    3.42718619e+16
 1.19100000e+01    4.68793674e-02    4.97357169e-01    3.40004876e+16
 1.19150000e+01    4.63161622e-02    4.97509021e-01    3.37302498e+16
 1.19200000e+01    4.57577664e-02    4.97659790e-01    3.34611483e+16
 1.19250000e+01    4.52041569e-02    4.97809480e-01    3.31931834e+16
 1.19300000e+01    4.46553106e-02    4.97958094e-01    3.29263557e+16
 1.19350000e+01    4.41112042e-02    4.98105634e-01    3.26606667e+16
 1.19400000e+01    4.35718146e-02    4.98252104e-01    3.23961179e+16
 1.19450000e+01    4.30371187e-02    4.98397507e-01    3.21327115e+16
 1.19500000e+01    4.25070930e-02    4.98541846e-01    3.18704500e+16
 1.19550000e+01    4.19817145e-02    4.98685125e-01    3.16093362e+16
 1.19600000e+01    4.14609597e-02    4.98827347e-01    3.13493735e+16
 1.19650000e+01    4.09448053e-02    4.98968514e-01    3.10905654e+16
 1.19700000e+01    4.04332279e-02    4.99108632e-01    3.08329156e+16
 1.19750000e+01    3.99262039e-02    4.99247702e-01    3.05764284e+16
 1.19800000e+01    3.94237098e-02    4.99385728e-01    3.03211082e+16
 1.19850000e+01    3.89257221e-02    4.99522713e-01    3.00669595e+16
 1.19900000e+01    3.84322170e-02    4.99658662e-01    2.98139871e+16
 1.19950000e+01    3.79431708e-02    4.99793577e-01    2.95621893e+16
 1.20000000e+01    3.74585599e-02    4.99927462e-01    2.93115522e+16
 1.20050000e+01    3.69783611e-02    5.00060321e-01    2.90620621e+16
 1.20100000e+01    3.65025512e-02    5.00192156e-01    2.88137065e+16
 1.20150000e+01    3.60311073e-02    5.00322971e-01    2.85664743e+16
 1.20200000e+01    3.55640068e-02    5.00452769e-01    2.83203557e+16
 1.20250000e+01    3.51012271e-02    5.00581554e-01    2.80753420e+16
 1.20300000e+01    3.46427458e-02    5.00709329e-01    2.78314259e+16
 1.20350000e+01    3.41885406e-02    5.00836096e-01    2.75886009e+16
 1.20400000e+01    3.37385893e-02    5.00961860e-01    2.73468618e+16
 1.20450000e+01    3.32928698e-02    5.01086622e-01    2.71062042e+16
 1.20500000e+01    3.28513602e-02    5.01210388e-01    2.68666249e+16
 1.20550000e+01    3.24140385e-02    5.01333158e-01    2.66281212e+16
 1.20600000e+01    3.19808828e-02    5.01454938e-01    2.63906918e+16
 1.20650000e+01    3.15518711e-02    5.01575729e-01    2.61543357e+16
 1.20700000e+01    3.11269817e-02    5.01695535e-01    2.59190530e+16
 1.20750000e+01    3.07061927e-02    5.01814359e-01    2.56848444e+16
 1.20800000e+01    3.02894822e-02    5.01932205e-01    2.54517112e+16
 1.20850000e+01    2.98768284e-02    5.02049076e-01    2.52196555e+16
 1.20900000e+01    2.94682093e-02    5.02164975e-01    2.49886799e+16
 1.20950000e+01    2.90636031e-02    5.02279904e-01    2.47587876e+16
 1.21000000e+01    2.86629878e-02    5.02393868e-01    2.45299822e+16
 1.21050000e+01    2.82663414e-02    5.02506870e-01    2.43022680e+16
 1.21100000e+01    2.78736417e-02    5.02618913e-01    2.40756495e+16
 1.21150000e+01    2.74848667e-02    5.02730001e-01    2.38501318e+16
 1.21200000e+01    2.70999942e-02    5.02840137e-01    2.36257202e+16
 1.21250000e+01    2.67190018e-02    5.02949324e-01    2.34024207e+16
 1.21300000e+01    2.63418673e-02    5.03057566e-01    2.31802392e+16
 1.21350000e+01    2.59685681e-02    5.03164866e-01    2.29591820e+16
 1.21400000e+01    2.55990819e-02    5.03271228e-01    2.27392558e+16
 1.21450000e+01    2.52333859e-02    5.03376657e-01    2.25204674e+16
 1.21500000e+01    2.48714574e-02    5.03481154e-01    2.23028239e+16
 1.21550000e+01    2.45132737e-02    5.03584725e-01    2.20863323e+16
 1.21600000e+01    2.41588119e-02    5.03687372e-01    2.18709978e+16
 1.21650000e+01    2.38080490e-02    5.03789101e-01    2.16568182e+16
 1.21700000e+01    2.34609624e-02    5.03889913e-01    2.14437905e+16
 1.21750000e+01    2.31175291e-02    5.03989814e-01    2.12319126e+16
 1.21800000e+01    2.27777265e-02    5.04088807e-01    2.10211833e+16
 1.21850000e+01    2.24415319e-02    5.04186895e-01    2.08116021e+16
 1.21900000e+01    2.21089228e-02    5.04284083e-01    2.06031691e+16
 1.21950000e+01    2.17798764e-02    5.04380375e-01    2.03958853e+16
 1.22000000e+01    2.14543701e-02    5.04475774e-01    2.01897519e+16
 1.22050000e+01    2.11323813e-02    5.04570283e-01    1.99847711e+16
 1.22100000e+01    2.08138873e-02    5.04663908e-01    1.97809453e+16
 1.22150000e+01    2.04988656e-02    5.04756652e-01    1.95782776e+16
 1.22200000e+01    2.01872933e-02    5.04848518e-01    1.93767714e+16
 1.22250000e+01    1.98791477e-02    5.04939511e-01    1.91764304e+16
 1.22300000e+01    1.95744062e-02    5.05029635e-01    1.89772590e+16
 1.22350000e+01    1.92730458e-02    5.05118894e-01    1.87792617e+16
 1.22400000e+01    1.89750438e-02    5.05207292e-01    1.85824431e+16
 1.22450000e+01    1.86803772e-02    5.05294832e-01    1.83868084e+16
 1.22500000e+01    1.83890230e-02    5.05381520e-01    1.81923628e+16
 1.22550000e+01    1.81009582e-02    5.05467359e-01    1.79991118e+16
 1.22600000e+01    1.78161597e-02    5.05552353e-01    1.78070610e+16
 1.22650000e+01    1.75346045e-02    5.05636507e-01    1.76162122e+16
 1.22700000e+01    1.72562695e-02    5.05719825e-01    1.74265441e+16
 1.22750000e+01    1.69811322e-02    5.05802311e-01    1.72380287e+16
 1.22800000e+01    1.67091705e-02    5.05883969e-01    1.70506409e+16
 1.22850000e+01    1.64403628e-02    5.05964803e-01    1.68643583e+16
 1.22900000e+01    1.61746879e-02    5.06044816e-01    1.66791608e+16
 1.22950000e+01    1.59121246e-02    5.06124013e-01    1.64950310e+16
 1.23000000e+01    1.56526523e-02    5.06202397e-01    1.63119537e+16
 1.23050000e+01    1.53962507e-02    5.06279972e-01    1.61299157e+16
 1.23100000e+01    1.51428993e-02    5.06356741e-01    1.59489062e+16
 1.23150000e+01    1.48925783e-02    5.06432708e-01    1.57689159e+16
 1.23200000e+01    1.46452676e-02    5.06507876e-01    1.55899375e+16
 1.23250000e+01    1.44009476e-02    5.06582249e-01    1.54119654e+16
 1.23300000e+01    1.41595985e-02    5.06655830e-01    1.52349957e+16
 1.23350000e+01    1.39212009e-02    5.06728623e-01    1.50590258e+16
 1.23400000e+01    1.36857350e-02    5.06800630e-01    1.48840547e+16
 1.23450000e+01    1.34531815e-02    5.06871857e-01    1.47100891e+16
 1.23500000e+01    1.32235205e-02    5.06942305e-01    1.45371436e+16
 1.23550000e+01    1.29967322e-02    5.07011979e-01    1.43652332e+16
 1.23600000e+01    1.27727965e-02    5.07080882e-01    1.41943728e+16
 1.23650000e+01    1.25516931e-02    5.07149019e-01    1.40245770e+16
 1.23700000e+01    1.23334013e-02    5.07216393e-01    1.38558603e+16
 1.23750000e+01    1.21179006e-02    5.07283008e-01    1.36882372e+16
 1.23800000e+01    1.19051701e-02    5.07348868e-01    1.35217215e+16
 1.23850000e+01    1.16951885e-02    5.07413977e-01    1.33563272e+16
 1.23900000e+01    1.14879346e-02    5.07478339e-01    1.31920676e+16
 1.23950000e+01    1.12833871e-02    5.07541960e-01    1.30289561e+16
 1.24000000e+01    1.10815242e-02    5.07604842e-01    1.28670055e+16
 1.24050000e+01    1.08823242e-02    5.07666990e-01    1.27062282e+16
 1.24100000e+01    1.06857651e-02    5.07728410e-01    1.25466364e+16
 1.24150000e+01    1.04918248e-02    5.07789105e-01    1.23882412e+16
 1.24200000e+01    1.03004812e-02    5.07849080e-01    1.22310361e+16
 1.24250000e+01    1.01117125e-02    5.07908340e-01    1.20749963e+16
 1.24300000e+01    9.92549723e-03    5.07966888e-01    1.19200993e+16
 1.24350000e+01    9.74181435e-03    5.08024730e-01    1.17663250e+16
 1.24400000e+01    9.56064314e-03    5.08081870e-01    1.16136566e+16
 1.24450000e+01    9.38196315e-03    5.08138311e-01    1.14620792e+16
 1.24500000e+01    9.20575414e-03    5.08194059e-01    1.13115806e+16
 1.24550000e+01    9.03199612e-03    5.08249116e-01    1.11621509e+16
 1.24600000e+01    8.86066925e-03    5.08303487e-01    1.10137818e+16
 1.24650000e+01    8.69175382e-03    5.08357177e-01    1.08664673e+16
 1.24700000e+01    8.52523025e-03    5.08410189e-01    1.07202030e+16
 1.24750000e+01    8.36107904e-03    5.08462526e-01    1.05749861e+16
 1.24800000e+01    8.19928076e-03    5.08514194e-01    1.04308152e+16
 1.24850000e+01    8.03981600e-03    5.08565196e-01    1.02876905e+16
 1.24900000e+01    7.88266540e-03    5.08615537e-01    1.01456133e+16
 1.24950000e+01    7.72780957e-03    5.08665219e-01    1.00045859e+16
 1.25000000e+01    7.57522915e-03    5.08714248e-01    9.86461185e+15
 1.25050000e+01    7.42490471e-03    5.08762628e-01    9.72569545e+15
 1.25100000e+01    7.27681680e-03    5.08810362e-01    9.58784185e+15
 1.25150000e+01    7.13094594e-03    5.08857455e-01    9.45105186e+15
 1.25200000e+01    6.98727277e-03    5.08903911e-01    9.31531568e+15
 1.25250000e+01    6.84577810e-03    5.08949734e-01    9.18062408e+15
 1.25300000e+01    6.70644290e-03    5.08994929e-01    9.04697009e+15
 1.25350000e+01    6.56924827e-03    5.09039498e-01    8.91434881e+15
 1.25400000e+01    6.43417541e-03    5.09083447e-01    8.78275726e+15
 1.25450000e+01    6.30120556e-03    5.09126780e-01    8.65219418e+15
 1.25500000e+01    6.17032002e-03    5.09169500e-01    8.52265990e+15
 1.25550000e+01    6.04150010e-03    5.09211612e-01    8.39415617e+15
 1.25600000e+01    5.91472710e-03    5.09253120e-01    8.26668603e+15
 1.25650000e+01    5.78998232e-03    5.09294028e-01    8.14025367e+15
 1.25700000e+01    5.66724700e-03    5.09334340e-01    8.01486429e+15
 1.25750000e+01    5.54650234e-03    5.09374060e-01    7.89052398e+15
 1.25800000e+01    5.42772946e-03    5.09413193e-01    7.76723951e+15
 1.25850000e+01    5.31090947e-03    5.09451743e-01    7.64501170e+15
 1.25900000e+01    5.19602355e-03    5.09489715e-01    7.52383085e+15
 1.25950000e+01    5.08305310e-03    5.09527112e-01    7.40368863e+15
 1.26000000e+01    4.97197964e-03    5.09563938e-01    7.28457909e+15
 1.26050000e+01    4.86278481e-03    5.09600199e-01    7.16649854e+15
 1.26100000e+01    4.75545031e-03    5.09635899e-01    7.04944529e+15
 1.26150000e+01    4.64995789e-03    5.09671040e-01    6.93341945e+15
 1.26200000e+01    4.54628933e-03    5.09705629e-01    6.81842276e+15
 1.26250000e+01    4.44442639e-03    5.09739669e-01    6.70445841e+15
 1.26300000e+01    4.34435082e-03    5.09773164e-01    6.59153083e+15
 1.26350000e+01    4.24604433e-03    5.09806118e-01    6.47964557e+15
 1.26400000e+01    4.14948856e-03    5.09838537e-01    6.36880913e+15
 1.26450000e+01    4.05466510e-03    5.09870425e-01    6.25902881e+15
 1.26500000e+01    3.96155547e-03    5.09901785e-01    6.15030885e+15
 1.26550000e+01    3.87014128e-03    5.09932623e-01    6.04263483e+15
 1.26600000e+01    3.78040445e-03    5.09962943e-01    5.93598919e+15
 1.26650000e+01    3.69232719e-03    5.09992749e-01    5.83035825e+15
 1.26700000e+01    3.60589189e-03    5.10022045e-01    5.72573180e+15
 1.26750000e+01    3.52108111e-03    5.10050837e-01    5.62210282e+15
 1.26800000e+01    3.43787754e-03    5.10079127e-01    5.51946715e+15
 1.26850000e+01    3.35626395e-03    5.10106921e-01    5.41782319e+15
 1.26900000e+01    3.27622312e-03    5.10134222e-01    5.31717160e+15
 1.26950000e+01    3.19773788e-03    5.10161034e-01    5.21751507e+15
 1.27000000e+01    3.12079101e-03    5.10187363e-01    5.11885805e+15
 1.27050000e+01    3.04536526e-03    5.10213212e-01    5.02120650e+15
 1.27100000e+01    2.97144331e-03    5.10238585e-01    4.92456768e+15
 1.27150000e+01    2.89900778e-03    5.10263488e-01    4.82894570e+15
 1.27200000e+01    2.82804136e-03    5.10287924e-01    4.73433349e+15
 1.27250000e+01    2.75852688e-03    5.10311898e-01    4.64072469e+15
 1.27300000e+01    2.69044726e-03    5.10335414e-01    4.54811595e+15
 1.27350000e+01    2.62378552e-03    5.10358477e-01    4.45650657e+15
 1.27400000e+01    2.55852467e-03    5.10381091e-01    4.36589819e+15
 1.27450000e+01    2.49464774e-03    5.10403261e-01    4.27629448e+15
 1.27500000e+01    2.43213773e-03    5.10424990e-01    4.18770084e+15
 1.27550000e+01    2.37097756e-03    5.10446284e-01    4.10012410e+15
 1.27600000e+01    2.31115011e-03    5.10467147e-01    4.01357231e+15
 1.27650000e+01    2.25263813e-03    5.10487583e-01    3.92805449e+15
 1.27700000e+01    2.19542430e-03    5.10507597e-01    3.84358036e+15
 1.27750000e+01    2.13949120e-03    5.10527195e-01    3.76015489e+15
 1.27800000e+01    2.08482157e-03    5.10546380e-01    3.67775415e+15
 1.27850000e+01    2.03139861e-03    5.10565157e-01    3.59634934e+15
 1.27900000e+01    1.97920594e-03    5.10583531e-01    3.51591833e+15
 1.27950000e+01    1.92822749e-03    5.10601506e-01    3.43644499e+15
 1.28000000e+01    1.87844742e-03    5.10619086e-01    3.35791845e+15
 1.28050000e+01    1.82985005e-03    5.10636275e-01    3.28033254e+15
 1.28100000e+01    1.78241978e-03    5.10653079e-01    3.20368516e+15
 1.28150000e+01    1.73614106e-03    5.10669500e-01    3.12797774e+15
 1.28200000e+01    1.69099834e-03    5.10685543e-01    3.05321476e+15
 1.28250000e+01    1.64697600e-03    5.10701213e-01    2.97940321e+15
 1.28300000e+01    1.60405834e-03    5.10716514e-01    2.90655207e+15
 1.28350000e+01    1.56222960e-03    5.10731451e-01    2.83466507e+15
 1.28400000e+01    1.52147405e-03    5.10746027e-01    2.76373787e+15
 1.28450000e+01    1.48177606e-03    5.10760247e-01    2.69376919e+15
 1.28500000e+01    1.44312002e-03    5.10774116e-01    2.62476128e+15
 1.28550000e+01    1.40549030e-03    5.10787638e-01    2.55671931e+15
 1.28600000e+01    1.36887120e-03    5.10800818e-01    2.48965089e+15
 1.28650000e+01    1.33324695e-03    5.10813660e-01    2.42356550e+15
 1.28700000e+01    1.29860165e-03    5.10826169e-01    2.35847410e+15
 1.28750000e+01    1.26491929e-03    5.10838349e-01    2.29438868e+15
 1.28800000e+01    1.23218368e-03    5.10850206e-01    2.23132191e+15
 1.28850000e+01    1.20037854e-03    5.10861744e-01    2.16928536e+15
 1.28900000e+01    1.16948754e-03    5.10872968e-01    2.10826390e+15
 1.28950000e+01    1.13949486e-03    5.10883882e-01    2.04822402e+15
 1.29000000e+01    1.11038509e-03    5.10894493e-01    1.98914068e+15
 1.29050000e+01    1.08214319e-03    5.10904803e-01    1.93099708e+15
 1.29100000e+01    1.05475432e-03    5.10914817e-01    1.87378342e+15
 1.29150000e+01    1.02820379e-03    5.10924540e-01    1.81749586e+15
 1.29200000e+01    1.00247694e-03    5.10933977e-01    1.76213728e+15
 1.29250000e+01    9.77558995e-04    5.10943131e-01    1.70772807e+15
 1.29300000e+01    9.53434851e-04    5.10952007e-01    1.65429466e+15
 1.29350000e+01    9.30089075e-04    5.10960611e-01    1.60186153e+15
 1.29400000e+01    9.07505932e-04    5.10968946e-01    1.55045096e+15
 1.29450000e+01    8.85669422e-04    5.10977019e-01    1.50008295e+15
 1.29500000e+01    8.64563317e-04    5.10984834e-01    1.45077440e+15
 1.29550000e+01    8.44171323e-04    5.10992396e-01    1.40251527e+15
 1.29600000e+01    8.24477572e-04    5.10999711e-01    1.35526983e+15
 1.29650000e+01    8.05466696e-04    5.11006784e-01    1.30901019e+15
 1.29700000e+01    7.87123694e-04    5.11013618e-01    1.26371689e+15
 1.29750000e+01    7.69433831e-04    5.11020220e-01    1.21937742e+15
 1.29800000e+01    7.52382538e-04    5.11026593e-01    1.17598508e+15
 1.29850000e+01    7.35955319e-04    5.11032742e-01    1.13354247e+15
 1.29900000e+01    7.20137612e-04    5.11038673e-01    1.09205933e+15
 1.29950000e+01    7.04914744e-04    5.11044389e-01    1.05154570e+15
 1.30000000e+01    6.90271941e-04    5.11049896e-01    1.01201110e+15
 1.30050000e+01    6.76194331e-04    5.11055199e-01    9.73464150e+14
 1.30100000e+01    6.62666928e-04    5.11060303e-01    9.35922995e+14
 1.30150000e+01    6.49674245e-04    5.11065212e-01    8.99443546e+14
 1.30200000e+01    6.37200033e-04    5.11069933e-01    8.64076450e+14
 1.30250000e+01    6.25227485e-04    5.11074471e-01    8.29855975e+14
 1.30300000e+01    6.13739453e-04    5.11078832e-01    7.96802404e+14
 1.30350000e+01    6.02718738e-04    5.11083022e-01    7.64893430e+14
 1.30400000e+01    5.92149381e-04    5.11087047e-01    7.33986497e+14
 1.30450000e+01    5.82017568e-04    5.11090911e-01    7.03942754e+14
 1.30500000e+01    5.72311217e-04    5.11094619e-01    6.74658660e+14
 1.30550000e+01    5.63019475e-04    5.11098173e-01    6.46076367e+14
 1.30600000e+01    5.54130506e-04    5.11101579e-01    6.18465742e+14
 1.30650000e+01    5.45626668e-04    5.11104842e-01    5.92287634e+14
 1.30700000e+01    5.37484793e-04    5.11107971e-01    5.67871843e+14
 1.30750000e+01    5.29677977e-04    5.11110976e-01    5.45435871e+14
 1.30800000e+01    5.22176951e-04    5.11113868e-01    5.25113714e+14
 1.30850000e+01    5.14951623e-04    5.11116658e-01    5.06805115e+14
 1.30900000e+01    5.07979884e-04    5.11119353e-01    4.89457015e+14
 1.30950000e+01    5.01256263e-04    5.11121957e-01    4.71920864e+14
 1.31000000e+01    4.94789372e-04    5.11124465e-01    4.53324611e+14
 1.31050000e+01    4.88596232e-04    5.11126871e-01    4.33833054e+14
 1.31100000e+01    4.82639236e-04    5.11129189e-01    4.21814988e+14
